Zipcode,Current Population,EVs on the Road,BEVs per 1k People,PHEVs per 1k People,DCFC Ports,Level 2 Ports,DCFC per 1k People,Level 2 per 1k People,Sum of Travel Time to Work (Less than 10 minutes),Sum of Travel Time to Work (10 to 14 minutes),Sum of Travel Time to Work (15 to 19 minutes),Sum of Travel Time to Work (20 to 24 minutes),Sum of Travel Time to Work (25 to 29 minutes),Sum of Travel Time to Work (30 to 34 minutes),Sum of Travel Time to Work (35 to 44 minutes),Sum of Travel Time to Work (45 to 59 minutes),Sum of Travel Time to Work (60 or more minutes),Sum of Median Household Income in Past 12 Months,ChargePoint Network (hours),EV Connect (hours),GE WattStation(hours),ChargePoint Network (kWh),EV Connect (kWh),GE WattStation (kWh),ChargePoint Network (count),EV Connect (count),GE WattStation (count),Total Sum of Charging Time (hours),Total Sum of Energy (kWh),Total Sum of Active Station Count
12785,855,2,1.17,1.17,,,178.95,"5,695.91",250,71,184,441,358,417,170,146,534,"$373,518.00 ",,,,,,,,,,,,
12786,322,10,15.53,15.53,,,475.16,"15,124.22",16,154,114,86,0,230,146,0,149,"$354,068.00 ",,,,,,,,,,,,
12787,297,2,3.37,3.37,,,515.15,"16,397.31",44,301,221,305,46,34,0,42,56,"$415,101.00 ",,,,,,,,,,,,
12788,"2,926",8,1.37,1.37,,,52.29,"1,664.39",1136,1051,1754,705,423,613,98,62,565,"$321,742.00 ",,,,,,,,,,,,
12789,"2,174",14,3.22,3.22,,,70.38,"2,240.11",1196,701,1113,884,440,389,310,225,586,"$337,496.00 ",,,,,,,,,,,,
12790,"4,578",16,1.75,1.75,,,33.42,"1,063.78",1265,519,1530,2266,1392,1914,1136,927,2718,"$362,319.00 ",,,,,,,,,,,,
12791,619,4,3.23,3.23,,,247.17,"7,867.53",75,151,98,571,275,158,25,0,513,"$386,039.00 ",,,,,,,,,,,,
12792,180,,,,,,850,"27,055.56",88,21,36,33,105,155,239,64,54,"$281,842.00 ",,,,,,,,,,,,
Tioga County,"49,512",164,1.66,1.66,,,3.09,98.36,25789,19922,23091,24806,13832,20812,13047,12756,6673,"($3,995,455,560.00)",,,,,,,,,,,,
13732,"7,701",26,1.69,1.69,,,19.87,632.39,2588,3777,7101,6852,1849,2106,776,812,990,"$529,844.00 ",,,,,,,,,,,,
13734,"2,230",,,,,,68.61,"2,183.86",856,892,1480,1418,693,440,683,683,458,"$405,488.00 ",,,,,,,,,,,,
13736,"2,155",6,1.39,1.39,,,71,"2,259.86",648,317,335,609,604,1388,1074,1033,271,"$394,067.00 ",,,,,,,,,,,,
13743,"3,433",2,0.29,0.29,,,44.57,"1,418.58",1730,879,837,1152,1066,1407,1918,1791,486,"$388,854.00 ",,,,,,,,,,,,
13811,"4,476",8,0.89,0.89,,,34.18,"1,088.03",1601,639,1268,2019,1616,2853,2060,1576,750,"$360,528.00 ",,,,,,,,,,,,
13812,"2,512",6,1.19,1.19,,,60.91,"1,938.69",1100,938,1457,1389,506,671,504,395,169,"$354,966.00 ",,,,,,,,,,,,
13827,"11,279",56,2.48,2.48,,,13.57,431.78,8341,5415,5055,4942,3283,4960,2129,2872,1722,"$394,155.00 ",,,,,,,,,,,,
13835,"1,339",4,1.49,1.49,,,114.26,"3,637.04",278,433,500,578,278,1021,764,322,175,"$333,139.00 ",,,,,,,,,,,,
13845,0,,,,,,,,0,0,0,90,0,0,0,0,0,"($3,999,982,902.00)",,,,,,,,,,,,
13864,"1,089",14,6.43,6.43,,,140.5,"4,471.99",163,97,441,972,870,398,340,366,89,"$345,588.00 ",,,,,,,,,,,,
14859,842,2,1.19,1.19,,,181.71,"5,783.85",319,133,457,517,200,461,356,235,146,"$344,062.00 ",,,,,,,,,,,,
14883,"4,200",28,3.33,3.33,,,36.43,"1,159.52",1518,1104,1582,1680,1570,2757,1368,1452,449,"$343,824.00 ",,,,,,,,,,,,
14892,"8,256",14,0.85,0.85,,,18.53,589.87,6647,5298,2578,2588,1297,2350,1075,1219,968,"$332,827.00 ",,,,,,,,,,,,
Tompkins County,"105,683","1,308",6.19,6.19,11,56,101.83,574.68,61547,60271,64796,58461,19584,27930,7802,9928,9389,"($12,662,684,772.00)",843,,,49529.606,,,231,,,843,49529.606,231
13053,"4,857",38,3.91,3.91,,1,"1,569.49","10,774.76",2357,1703,2377,3563,1279,868,745,525,587,"$427,556.00 ",,,,,,,,,,,,
13062,63,4,31.75,31.75,,,"2,428.57","77,301.59",65,237,105,172,0,0,223,0,52,"($666,404,460.00)",,,,,,,,,,,,
13068,"5,500",64,5.82,5.82,,,27.82,885.45,2046,2756,5520,4377,1821,1383,609,388,912,"$447,452.00 ",,,,,,,,,,,,
13073,"6,462",26,2.01,2.01,,,23.68,753.64,2715,2164,4030,5294,2166,2894,828,1131,940,"$377,050.00 ",,,,,,,,,,,,
13102,20,,,,,,"7,650.00","243,500.00",164,0,0,0,23,123,0,0,0,"($2,666,536,958.00)",,,,,,,,,,,,
14817,"2,411",48,9.95,9.95,,2,"2,120.70","16,923.68",613,618,1812,2698,1073,1077,279,665,43,"$367,047.00 ",,,,,,,,,,,,
14850,"66,021",892,6.76,6.76,11,41,163.01,919.92,43165,46282,41197,28198,8140,12198,2967,5073,5606,"$335,029.00 ",843,,,49529.606,,,231,,,843,49529.606,231
14851,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14852,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14853,"2,896",6,1.04,1.04,,6,"3,570.79","20,745.51",2490,1332,673,321,49,104,0,40,50,"($4,666,666,662.00)",,,,,,,,,,,,
14854,30,,,,,,"5,100.00","162,333.33",0,0,0,82,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
14867,"5,799",34,2.93,2.93,,,26.38,839.8,1831,1837,3677,4555,1331,3318,879,622,437,"$361,092.00 ",,,,,,,,,,,,
14881,263,8,15.21,15.21,,2,"20,406.84","166,171.10",350,0,0,255,74,60,14,0,0,"$337,778.00 ",,,,,,,,,,,,
14882,"4,066",48,5.9,5.9,,,37.63,"1,197.74",2099,1871,2356,4344,832,1893,195,294,211,"$496,071.00 ",,,,,,,,,,,,
14886,"7,295",126,8.64,8.64,,4,760.25,"6,317.61",3652,1471,3049,4602,2796,4012,1063,1190,551,"$440,895.00 ",,,,,,,,,,,,
Ulster County,"188,304","1,572",4.17,4.17,18,146,61.4,337.45,86638,82050,80527,76702,37109,70752,42104,42349,62026,"($10,643,211,911.00)",1479,,,75954.59,,,470,,,1479,75954.59,470
12401,"35,258",236,3.35,3.35,9,49,327.9,"1,802.26",23598,23057,18085,11257,4008,8580,5231,6099,8293,"$336,305.00 ",613,,,57990.128,,,297,,,613,57990.128,297
12402,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12404,"3,421",34,4.97,4.97,,2,"2,715.58","16,937.45",973,1138,1477,1586,793,1233,816,1222,1635,"$433,558.00 ",,,,,,,,,,,,
12409,672,28,20.83,20.83,,,227.68,"7,247.02",230,110,226,306,115,212,171,8,338,"$450,618.00 ",,,,,,,,,,,,
12410,571,4,3.5,3.5,,,267.95,"8,528.90",473,283,307,88,48,208,63,75,307,"$415,345.00 ",,,,,,,,,,,,
12411,318,2,3.14,3.14,,,481.13,"15,314.47",121,464,327,20,24,279,102,119,79,"$494,710.00 ",,,,,,,,,,,,
12412,548,8,7.3,7.3,,2,"16,952.55","105,735.40",229,45,58,89,71,199,395,0,302,"$385,156.00 ",,,,,,,,,,,,
12416,130,4,15.38,15.38,,,"1,176.92","37,461.54",89,0,32,70,0,102,33,0,94,"$175,721.00 ",,,,,,,,,,,,
12417,479,2,2.09,2.09,,,319.42,"10,167.01",203,724,207,99,186,348,152,152,10,"$361,078.00 ",,,,,,,,,,,,
12419,629,14,11.13,11.13,,2,"14,769.48","92,119.24",131,237,178,619,246,120,73,116,211,"$409,364.00 ",,,,,,,,,,,,
12420,350,4,5.71,5.71,,,437.14,"13,914.29",0,112,132,0,50,392,83,196,231,"$656,541.00 ",,,,,,,,,,,,
12428,"6,987",18,1.29,1.29,,2,767.71,"6,229.28",3791,2341,1649,2200,485,1345,1611,1487,2503,"$311,733.00 ",389,,,2830.094,,,40,,,389,2830.094,40
12429,272,4,7.35,7.35,,,562.5,"17,904.41",402,165,0,49,32,0,297,0,0,"$684,883.00 ",,,,,,,,,,,,
12432,480,2,2.08,2.08,,,318.75,"10,145.83",611,275,168,200,59,70,52,39,81,"$404,842.00 ",,,,,,,,,,,,
12433,548,12,10.95,10.95,,,279.2,"8,886.86",129,258,297,387,58,151,73,19,50,"$739,633.00 ",,,,,,,,,,,,
12435,327,2,3.06,3.06,,,467.89,"14,892.97",0,138,332,25,246,160,54,38,18,"($666,323,746.00)",,,,,,,,,,,,
12440,"2,350",30,6.38,6.38,,,65.11,"2,072.34",680,870,1086,1073,886,774,262,695,893,"$425,896.00 ",,,,,,,,,,,,
12441,25,,,,,,"6,120.00","194,800.00",0,20,0,0,0,0,23,0,24,"($666,170,064.00)",,,,,,,,,,,,
12443,"3,618",38,5.25,5.25,,,42.29,"1,346.05",1752,2391,2990,1585,281,965,760,842,852,"$548,012.00 ",,,,,,,,,,,,
12446,"4,914",38,3.87,3.87,,2,820.11,"6,410.46",1346,1149,1503,1203,1189,2864,1623,1454,1664,"$388,039.00 ",,,,,,,,,,,,
12448,427,6,7.03,7.03,,,358.31,"11,405.15",133,234,62,80,14,33,159,249,381,"($666,226,970.00)",,,,,,,,,,,,
12449,"3,301",20,3.03,3.03,3,6,"3,334.14","18,835.81",1855,1727,1742,911,203,589,240,420,306,"$327,474.00 ",,,,,,,,,,,,
12453,235,2,4.26,4.26,2,,"13,382.98","109,348.94",115,209,484,235,0,97,36,0,89,"$501,476.00 ",,,,,,,,,,,,
12456,840,2,1.19,1.19,,,182.14,"5,797.62",292,393,463,148,172,402,31,33,137,"$349,512.00 ",,,,,,,,,,,,
12457,742,14,9.43,9.43,,,206.2,"6,563.34",266,82,11,77,151,460,156,286,168,"($666,429,140.00)",,,,,,,,,,,,
12458,"2,887",8,1.39,1.39,,,53,"1,686.87",1103,923,715,717,289,365,858,712,849,"$333,874.00 ",,,,,,,,,,,,
12461,"1,771",20,5.65,5.65,,,86.39,"2,749.86",469,123,674,1336,266,1361,749,444,1526,"$454,491.00 ",,,,,,,,,,,,
12464,790,6,3.8,3.8,,,193.67,"6,164.56",311,196,327,132,122,225,213,299,483,"$314,373.00 ",,,,,,,,,,,,
12465,271,,,,,,564.58,"17,970.48",114,148,29,23,13,21,41,90,154,"$352,819.00 ",,,,,,,,,,,,
12466,"2,292",18,3.93,3.93,,,66.75,"2,124.78",1175,1798,1042,856,627,1012,556,718,300,"$454,998.00 ",,,,,,,,,,,,
12471,201,,,,,,761.19,"24,228.86",0,270,571,649,0,83,154,0,0,"($666,365,993.00)",,,,,,,,,,,,
12472,"1,446",26,8.99,8.99,,,105.81,"3,367.91",989,1206,1136,548,57,739,303,268,347,"$346,401.00 ",,,,,,,,,,,,
12475,221,2,4.52,4.52,,,692.31,"22,036.20",163,168,144,180,171,157,0,0,61,"($1,333,147,098.00)",,,,,,,,,,,,
12477,"18,413",138,3.75,3.75,,8,539.73,"3,245.91",9496,7874,9385,10917,3436,7284,3706,4153,5076,"$413,413.00 ",,,,,,,,,,,,
12480,707,4,2.83,2.83,,,216.41,"6,888.26",209,53,233,518,0,299,200,217,236,"$310,618.00 ",,,,,,,,,,,,
12481,"1,394",18,6.46,6.46,,,109.76,"3,493.54",472,204,544,772,713,352,199,448,488,"$389,287.00 ",,,,,,,,,,,,
12483,267,2,3.75,3.75,,,573.03,"18,239.70",134,253,178,235,81,34,48,229,280,"($1,333,141,362.00)",,,,,,,,,,,,
12484,"2,523",34,6.74,6.74,,4,"3,938.96","23,688.86",604,913,1013,1264,1377,1606,731,796,1184,"$544,808.00 ",,,,,,,,,,,,
12486,"1,585",10,3.15,3.15,,,96.53,"3,072.56",103,440,565,1273,533,736,266,393,435,"$541,651.00 ",,,,,,,,,,,,
12487,"3,460",24,3.47,3.47,,,44.22,"1,407.51",905,2415,2146,2547,566,1427,637,729,645,"$487,668.00 ",,,,,,,,,,,,
12489,"1,112",2,0.9,0.9,,,137.59,"4,379.50",0,105,29,0,8,200,121,11,133,"$385,117.00 ",,,,,,,,,,,,
12490,27,,,,,,"5,666.67","180,370.37",65,0,0,28,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
12491,"1,460",20,6.85,6.85,,,104.79,"3,335.62",495,385,999,1078,508,486,98,407,1001,"$443,194.00 ",,,,,,,,,,,,
12493,316,6,9.49,9.49,,,484.18,"15,411.39",0,0,79,617,87,245,0,108,70,"$598,147.00 ",,,,,,,,,,,,
12494,620,2,1.61,1.61,,,246.77,"7,854.84",339,310,95,132,0,713,441,304,196,"$433,852.00 ",,,,,,,,,,,,
12495,288,6,10.42,10.42,,,531.25,"16,909.72",155,87,160,157,0,56,0,51,228,"$454,799.00 ",,,,,,,,,,,,
12498,"5,065",112,11.06,11.06,,6,"2,172.95","12,275.81",2584,1656,1679,2649,688,911,678,1068,1578,"$475,297.00 ",,,,,,,,,,,,
12515,"1,449",8,2.76,2.76,,,105.59,"3,360.94",281,491,396,590,269,600,354,520,686,"$404,906.00 ",,,,,,,,,,,,
12525,"3,375",58,8.59,8.59,,3,957.04,"7,994.96",943,1031,1524,940,525,1731,1513,1246,719,"$538,054.00 ",,,,,,,,,,,,
12528,"13,041",80,3.07,3.07,,13,712.37,"4,443.14",5108,6238,6512,6364,3474,4472,3157,2109,3783,"$457,577.00 ",,,,,,,,,,,,
12542,"5,757",14,1.22,1.22,,,26.58,845.93,2321,1363,1387,3060,1735,2714,1460,1227,3025,"$451,810.00 ",,,,,,,,,,,,
12547,"2,760",14,2.54,2.54,,2,"1,139.49","9,310.51",1011,1036,1541,1269,833,1706,758,867,876,"$509,184.00 ",,,,,,,,,,,,
12548,"1,368",4,1.46,1.46,,5,"2,680.56","21,418.13",619,374,747,678,437,750,339,236,731,"$374,810.00 ",,,,,,,,,,,,
12561,"18,482",260,7.03,7.03,,40,537.71,"3,233.80",9857,8895,5119,4382,3988,7712,4672,4342,5577,"$464,898.00 ",477,,,15134.368,,,133,,,477,15134.368,133
12566,"10,405",42,2.02,2.02,,,14.7,468.04,3930,2734,2847,4114,3220,5549,3012,2995,6052,"$564,577.00 ",,,,,,,,,,,,
12568,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12589,"16,963",60,1.77,1.77,4,,326.65,"2,698.76",5208,3878,6846,6303,3759,7578,4260,3813,6517,"$549,480.00 ",,,,,,,,,,,,
12725,146,2,6.85,6.85,,,"1,047.95","33,356.16",56,61,49,67,10,45,84,0,124,"$409,125.00 ",,,,,,,,,,,,
Unknown,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13645,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13683,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren County,"64,308",392,3.05,3.05,10,63,171.15,966.86,43173,42044,34431,23726,9797,21575,9147,11416,15000,"($7,992,608,439.00)",,,665,,,10051.352,,,105,665,10051.352,105
12801,"14,450",78,2.7,2.7,,8,512.32,"3,315.43",15917,10331,8767,3463,1901,5462,1257,2090,2024,"$317,803.00 ",,,,,,,,,,,,
12804,"26,381",190,3.6,3.6,10,27,417.19,"2,356.89",14603,22788,16330,9687,3410,6647,3140,4512,6030,"$443,758.00 ",,,665,,,10051.352,,,105,665,10051.352,105
12808,408,2,2.45,2.45,,,375,"11,936.27",114,243,86,62,14,84,77,145,143,"$461,026.00 ",,,,,,,,,,,,
12810,737,2,1.36,1.36,,,207.6,"6,607.87",178,255,231,204,157,489,197,331,203,"$394,925.00 ",,,,,,,,,,,,
12811,18,,,,,,"8,500.00","270,555.56",24,23,152,0,0,40,0,24,75,"($1,999,869,097.00)",,,,,,,,,,,,
12814,"1,286",8,3.11,3.11,,,118.97,"3,786.94",1218,666,488,473,97,767,620,344,170,"$398,648.00 ",,,,,,,,,,,,
12815,986,2,1.01,1.01,,,155.17,"4,939.15",644,221,417,167,188,420,169,312,352,"$392,641.00 ",,,,,,,,,,,,
12817,"2,210",18,4.07,4.07,,2,"3,449.32","23,680.09",1407,1059,550,821,169,1074,255,453,494,"$390,195.00 ",,,,,,,,,,,,
12820,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12824,"1,032",2,0.97,0.97,,,148.26,"4,718.99",441,290,134,626,137,518,149,233,435,"$464,178.00 ",,,,,,,,,,,,
12836,743,,,,,,205.92,"6,554.51",479,227,271,244,56,55,69,140,289,"$401,075.00 ",,,,,,,,,,,,
12843,369,2,2.71,2.71,,,414.63,"13,197.83",112,315,237,118,194,197,28,43,123,"$303,832.00 ",,,,,,,,,,,,
12845,"4,634",44,4.75,4.75,,17,"2,375.05","13,417.57",2665,2345,2800,2957,711,1533,456,573,1106,"$465,590.00 ",,,,,,,,,,,,
12846,"3,273",12,1.83,1.83,,,46.75,"1,487.93",866,518,1121,1820,990,1926,906,670,1529,"$425,538.00 ",,,,,,,,,,,,
12853,"1,681",4,1.19,1.19,,9,"5,911.96","35,554.43",906,521,225,421,15,253,242,335,222,"$280,391.00 ",,,,,,,,,,,,
12856,144,2,6.94,6.94,,,"1,062.50","33,819.44",81,0,51,0,106,30,29,0,25,"($666,431,222.00)",,,,,,,,,,,,
12860,622,,,,,,245.98,"7,829.58",414,438,445,286,19,260,56,74,86,"$321,440.00 ",,,,,,,,,,,,
12862,6,,,,,,"25,500.00","811,666.67",0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
12874,148,2,6.76,6.76,,,"1,033.78","32,905.41",60,22,2,73,22,12,75,18,49,"$560,297.00 ",,,,,,,,,,,,
12878,630,2,1.59,1.59,,,242.86,"7,730.16",153,136,120,161,151,311,364,504,448,"$334,585.00 ",,,,,,,,,,,,
12885,"4,371",20,2.29,2.29,,,35,"1,114.16",2721,1495,1889,2061,1460,1388,969,587,1144,"$337,488.00 ",,,,,,,,,,,,
12886,179,,,,,,854.75,"27,206.70",170,151,115,82,0,109,89,28,53,"($666,334,868.00)",,,,,,,,,,,,
Washington County,"64,567",248,1.92,1.92,,2,8.36,208.31,33284,26495,26286,25301,12902,22555,16353,16237,15807,"($1,992,937,212.00)",,,,,,,,,,,,
12057,"2,162",8,1.85,1.85,,,70.77,"2,252.54",893,705,838,876,554,584,697,922,579,"$366,952.00 ",,,,,,,,,,,,
12809,"3,409",8,1.17,1.17,,,44.88,"1,428.57",1192,906,1356,1978,853,2087,838,1251,1321,"$410,464.00 ",,,,,,,,,,,,
12816,"4,190",30,3.58,3.58,,,36.52,"1,162.29",2284,1366,1071,1005,684,1082,1084,2416,1342,"$355,646.00 ",,,,,,,,,,,,
12819,346,,,,,,442.2,"14,075.14",92,47,136,60,47,132,84,80,110,"$300,448.00 ",,,,,,,,,,,,
12821,"2,845",4,0.7,0.7,,2,189.81,"4,727.59",231,0,97,43,119,116,16,21,28,"($666,455,139.00)",,,,,,,,,,,,
12823,420,2,2.38,2.38,,,364.29,"11,595.24",0,0,37,102,0,42,101,189,229,"($1,333,112,291.00)",,,,,,,,,,,,
12827,"3,751",24,3.2,3.2,,,40.79,"1,298.32",1339,1067,2441,2429,1540,1513,769,723,905,"$425,820.00 ",,,,,,,,,,,,
12828,"8,703",30,1.72,1.72,,,17.58,559.58,4545,4246,6145,5017,2400,2880,1537,1588,1728,"$352,879.00 ",,,,,,,,,,,,
12832,"6,738",20,1.48,1.48,,,22.71,722.77,3739,1939,1374,1899,1346,2948,2217,1407,1817,"$313,240.00 ",,,,,,,,,,,,
12834,"6,392",32,2.5,2.5,,,23.94,761.89,4095,2054,1521,1772,1745,3161,2386,2702,1405,"$436,266.00 ",,,,,,,,,,,,
12837,957,2,1.04,1.04,,,159.87,"5,088.82",443,482,267,247,194,415,310,269,448,"$303,496.00 ",,,,,,,,,,,,
12838,509,2,1.96,1.96,,,300.59,"9,567.78",192,86,252,337,177,341,244,319,82,"$446,893.00 ",,,,,,,,,,,,
12839,"13,400",32,1.19,1.19,,,11.42,363.43,7581,10103,7903,5853,1318,3957,2077,1419,2866,"$315,163.00 ",,,,,,,,,,,,
12841,99,,,,,,"1,545.45","49,191.92",59,8,0,70,0,22,0,22,19,"$286,384.00 ",,,,,,,,,,,,
12844,222,2,4.5,4.5,,,689.19,"21,936.94",213,53,0,34,115,114,0,2,73,"$433,213.00 ",,,,,,,,,,,,
12849,359,,,,,,426.18,"13,565.46",779,82,0,0,0,0,602,102,128,"$460,727.00 ",,,,,,,,,,,,
12854,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12861,639,2,1.56,1.56,,,239.44,"7,621.28",337,310,282,207,49,113,58,162,250,"$390,715.00 ",,,,,,,,,,,,
12865,"3,808",22,2.89,2.89,,,40.18,"1,278.89",1807,923,1146,1518,792,977,1695,1404,1266,"$382,032.00 ",,,,,,,,,,,,
12873,784,8,5.1,5.1,,,195.15,"6,211.73",225,232,149,206,58,359,356,210,146,"$334,270.00 ",,,,,,,,,,,,
12887,"4,834",20,2.07,2.07,,,31.65,"1,007.45",3238,1886,1271,1648,911,1712,1282,1029,1065,"$315,610.00 ",,,,,,,,,,,,
Wayne County,"94,829",416,2.19,2.19,,28,120.71,666.52,50084,37459,36632,38157,26466,43174,31214,23863,13298,"($1,327,536,350.00)",,,,,,,,,,,,
13143,"2,805",4,0.71,0.71,,,54.55,"1,736.19",1324,615,745,560,710,1337,630,1028,842,"$330,316.00 ",,,,,,,,,,,,
13146,"2,211",2,0.45,0.45,,,69.2,"2,202.62",494,624,720,745,401,888,583,603,464,"$315,327.00 ",,,,,,,,,,,,
14433,"4,382",8,0.91,0.91,,,34.92,"1,111.36",2399,1191,1691,2067,685,1578,650,850,762,"$348,137.00 ",,,,,,,,,,,,
14489,"6,998",22,1.57,1.57,,,21.86,695.91,5247,2855,2775,2298,1208,1877,1814,1381,1238,"$312,291.00 ",,,,,,,,,,,,
14502,"10,960",66,3.01,3.01,,,13.96,444.34,3527,4289,5831,6456,4824,5591,3685,1214,815,"$457,173.00 ",,,,,,,,,,,,
14505,"5,082",24,2.36,2.36,,,30.11,958.28,2059,1422,1779,2826,830,3197,2159,2437,691,"$424,313.00 ",,,,,,,,,,,,
14513,"13,776",32,1.16,1.16,,26,830.94,"4,588.05",11320,7800,5010,4551,2342,3718,2904,2558,1658,"$307,776.00 ",,,,,,,,,,,,
14516,"2,384",6,1.26,1.26,,,64.18,"2,042.79",1277,1179,599,591,496,813,698,744,707,"$382,254.00 ",,,,,,,,,,,,
14519,"11,842",98,4.14,4.14,,,12.92,411.25,4452,5981,5235,4407,5940,6554,4963,1680,972,"$434,436.00 ",,,,,,,,,,,,
14522,"9,100",32,1.76,1.76,,,16.81,535.16,4523,3828,4280,4615,2800,4417,3725,2851,988,"$354,775.00 ",,,,,,,,,,,,
14538,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542,40,2,25,25,,,"3,825.00","121,750.00",0,15,25,77,0,15,0,0,0,"($1,333,120,318.00)",,,,,,,,,,,,
14551,"5,322",24,2.25,2.25,,2,910.37,"7,171.74",3213,1818,1434,1247,1812,2376,1432,2310,787,"$328,049.00 ",,,,,,,,,,,,
14555,"1,124",12,5.34,5.34,,,136.12,"4,332.74",450,182,335,512,127,452,379,467,190,"$362,937.00 ",,,,,,,,,,,,
14568,"6,009",32,2.66,2.66,,,25.46,810.45,1624,1364,2302,3343,2440,6103,3170,1291,612,"$532,987.00 ",,,,,,,,,,,,
14589,"7,550",44,2.91,2.91,,,20.26,645.03,4937,2394,2535,2845,1289,3087,2720,2713,978,"$387,173.00 ",,,,,,,,,,,,
14590,"5,244",8,0.76,0.76,,,29.18,928.68,3238,1902,1336,1017,562,1171,1702,1736,1594,"$306,024.00 ",,,,,,,,,,,,
Westchester County,"974,311","9,724",4.99,4.99,89,243,12.01,65.51,307959,337459,370373,360246,153256,393370,217819,289426,576539,"($7,944,162,124.00)",2935,1534,697,202519.666,66775.316,26144.59,741,504,142,5166,295439.572,1387
10501,"1,239",8,3.23,3.23,,,123.49,"3,930.59",330,374,151,265,360,1033,285,316,832,"$980,055.00 ",,,,,,,,,,,,
10502,"5,619",116,10.32,10.32,,,27.23,866.7,2366,1154,2789,2014,1043,1625,845,1741,3926,"$1,042,677.00 ",,,,,,,,,,,,
10503,137,,,,,,"1,116.79","35,547.45",0,38,53,38,92,0,38,54,187,"($1,332,613,277.00)",,,,,,,,,,,,
10504,"8,052",290,18.01,18.01,,,19,604.82,1711,1992,2562,3092,855,2421,923,1648,6158,"$1,371,899.00 ",,,,,,,,,,,,
10505,960,14,7.29,7.29,1,1,"9,677.08","60,357.29",246,162,116,105,102,179,595,324,446,"($665,783,706.00)",,,,,,,,,,,,
10506,"5,856",194,16.56,16.56,,2,883.2,"7,106.56",1360,1292,1383,1360,1248,2278,1036,698,4296,"$1,333,858.00 ",,,,,,,,,,,,
10507,"7,011",90,6.42,6.42,,8,"1,171.16","7,717.59",2870,2125,1915,1391,593,1878,886,929,3581,"$471,290.00 ",,,,,,,,,,,,
10510,"10,672",214,10.03,10.03,,,14.34,456.33,3541,2709,3694,2578,1527,2738,1598,2680,8399,"$1,086,714.00 ",,,,,,,,,,,,
10511,"2,271",6,1.32,1.32,,,67.37,"2,144.43",1324,1053,718,402,331,1076,773,1121,1300,"$660,956.00 ",,,,,,,,,,,,
10514,"12,694",444,17.49,17.49,,7,731.84,"4,564.60",3718,2296,2303,2894,2175,3381,2393,3254,13477,"$1,537,746.00 ",,330,,,9522.015,,,84,,330,9522.015,84
10517,427,4,4.68,4.68,,,358.31,"11,405.15",214,283,217,386,40,275,141,285,396,"$638,564.00 ",,,,,,,,,,,,
10518,"1,246",18,7.22,7.22,,,122.79,"3,908.51",190,625,650,482,396,476,267,265,990,"$1,346,331.00 ",,,,,,,,,,,,
10519,185,8,21.62,21.62,,,827.03,"26,324.32",7,0,141,0,0,121,0,0,334,"($1,332,841,154.00)",,,,,,,,,,,,
10520,"13,185",218,8.27,8.27,,8,834.74,"4,715.74",4449,3594,2856,3180,1615,5021,3847,4722,12711,"$694,261.00 ",,276,,,3129.325,,,61,,276,3129.325,61
10521,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,"11,141",174,7.81,7.81,,2,686.11,"4,719.15",5674,2889,3803,3893,2016,3393,3443,3826,6938,"$793,511.00 ",547,,,10094.099,,,52,,,547,10094.099,52
10523,"9,648",52,2.69,2.69,2,1,757.46,"4,919.47",5211,4842,3885,4966,2192,3572,1629,1804,3292,"$597,167.00 ",,,,,,,,,,,,
10526,"1,683",26,7.72,7.72,,,90.91,"2,893.64",267,491,681,309,540,1001,314,333,977,"$855,059.00 ",,,,,,,,,,,,
10527,821,8,4.87,4.87,,,186.36,"5,931.79",207,514,298,234,56,227,562,634,531,"$1,241,108.00 ",,,,,,,,,,,,
10528,"13,350",190,7.12,7.12,,,11.46,364.79,5490,3998,5922,5225,1876,2559,2345,3966,9035,"$743,820.00 ",,,,,,,,,,,,
10530,"12,543",124,4.94,4.94,4,1,827.79,"4,795.03",2638,5417,4702,4845,2262,4749,3373,4689,9393,"$686,087.00 ",,,,,,,,,,,,
10532,"5,012",34,3.39,3.39,,3,"1,853.55","11,560.85",2034,2022,1700,2934,1364,1521,1132,1059,2708,"$743,707.00 ",,,,,,,,,,,,
10533,"7,579",178,11.74,11.74,,,20.19,642.56,2743,1837,1926,1435,1224,2886,2233,3234,5387,"$934,317.00 ",,,,,,,,,,,,
10535,511,2,1.96,1.96,,,299.41,"9,530.33",256,188,283,0,390,612,200,423,85,"$508,975.00 ",,,,,,,,,,,,
